App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
HD Camera - silent shutter,PHOTOGRAPHY,4.0,26530,3.9,1000000.0,Free,0.0,Everyone,Photography,2018-07-23,2.3.5,3.2
AF Our Time to Shine,BUSINESS,4.17505184823716,0,11.0,100.0,Free,0.0,Everyone,Business,2017-07-17,2.7.10.6,4.1
A Better Camera,PHOTOGRAPHY,4.1,76484,11.0,5000000.0,Free,0.0,Everyone,Photography,2018-06-08,3.52,4.0
Auto Dslr Photo Effect : Auto Focus Effect,PHOTOGRAPHY,3.8,6,3.5,1000.0,Free,0.0,Everyone,Photography,2018-02-20,1.6,4.0.3
AF Johannesburg,FAMILY,4.17505184823716,3,11.0,100.0,Free,0.0,Everyone,Education,2017-05-02,1.0.3,4.1
PhotoScan by Google Photos,PHOTOGRAPHY,4.3,61990,11.0,10000000.0,Free,0.0,Everyone,Photography,2018-02-09,1.5.1.182070924,5.0
Gun Strike Shoot,GAME,4.1,94761,17.0,10000000.0,Free,0.0,Teen,Action,2017-02-21,1.1.4,2.3
50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,4.1,52312,11.0,5000000.0,Free,0.0,Teen,Books & Reference,2018-05-19,5.3.4,4.4
King of Avalon: Dragon Warfare,FAMILY,4.2,306652,64.0,10000000.0,Free,0.0,Everyone 10+,Strategy,2018-07-31,4.6.4,4.0.3
What's Up,LIFESTYLE,4.1,23453,10.0,1000000.0,Free,0.0,Everyone,Lifestyle,2017-10-26,2.0,4.0
Afterlight,PHOTOGRAPHY,4.3,50893,35.0,1000000.0,Free,0.0,Everyone,Photography,2014-11-20,1.0.6,4.0.3
Blurfoto : Auto blur photo background & DSLR focus,PHOTOGRAPHY,4.3,2215,12.0,500000.0,Free,0.0,Everyone,Photography,2018-07-27,1.12,4.3
Blur,PHOTOGRAPHY,4.0,9013,2.4,1000000.0,Free,0.0,Everyone,Photography,2018-06-18,4.0.2,4.4
"AG Contacts, Premium edition",COMMUNICATION,4.5,88,3.7,500.0,Paid,4.99,Everyone,Communication,2018-05-18,8.05.18.14250,4.0.3
Ag PhD Field Guide,BOOKS_AND_REFERENCE,4.1,114,6.3,10000.0,Free,0.0,Everyone,Books & Reference,2015-05-25,2.0,2.3
AG Drive 3D,GAME,3.8,164,22.0,10000.0,Free,0.0,Everyone,Adventure,2015-03-20,1.0.1,2.3.3
Apps for SportsBєtting.ag - Bitcoin Welcome here!,SPORTS,4.17505184823716,0,10.0,1000.0,Free,0.0,Everyone,Sports,2017-12-11,1.0,4.0
"AG Contacts, Lite edition",COMMUNICATION,4.5,185,3.7,5000.0,Free,0.0,Everyone,Communication,2018-05-18,8.05.18.14250,4.0.3
Ag Weather Tools,WEATHER,4.17505184823716,0,4.6,500.0,Free,0.0,Everyone,Weather,2018-01-09,1.0.1,5.0
Trimble Ag Mobile,PRODUCTIVITY,4.1,85,44.0,10000.0,Free,0.0,Everyone,Productivity,2018-08-02,2.7.8,4.1
Ag Tools,TOOLS,4.17505184823716,2,18.0,1000.0,Free,0.0,Everyone,Tools,2017-09-27,1.0,4.0.3
Ag PhD Deficiencies,BOOKS_AND_REFERENCE,3.9,20,9.7,10000.0,Free,0.0,Everyone,Books & Reference,2016-06-21,1.0,4.0.3
AG Screen Recorder,TOOLS,3.7,7,2.7,1000.0,Free,0.0,Everyone,Tools,2018-04-03,3.0,5.0
SOLEM AG,TOOLS,4.17505184823716,1,51.0,1000.0,Free,0.0,Everyone,Tools,2017-09-19,1.0.2,4.0
AG Subway Simulator Mobile,FAMILY,4.5,623,47.0,5000.0,Paid,0.99,Everyone,Simulation,2018-06-02,1.3.0.6,4.1
AG Subway Simulator Lite,FAMILY,4.4,6738,56.0,100000.0,Free,0.0,Everyone,Simulation,2018-06-08,1.2.6,4.1
Elim AG,LIFESTYLE,4.17505184823716,7,11.0,100.0,Free,0.0,Everyone,Lifestyle,2017-03-31,1.0,4.2
EZ Ag Mobile,FINANCE,3.4,19,24.0,5000.0,Free,0.0,Everyone,Finance,2017-08-12,9.0.00,3.0
BRL AG,TOOLS,4.17505184823716,0,52.0,100.0,Free,0.0,Everyone,Tools,2017-09-19,1.0.1,4.0
Oklahoma Ag Co-op Council,COMMUNICATION,4.17505184823716,0,4.9,10.0,Free,0.0,Everyone,Communication,2018-07-23,2.2.3,4.0.3
AG Fast Service Automotive,AUTO_AND_VEHICLES,4.17505184823716,5,1.7,100.0,Free,0.0,Everyone,Auto & Vehicles,2018-06-12,1.0.8,4.4
Ag PhD Soils,PRODUCTIVITY,2.3,3,16.0,1000.0,Free,0.0,Everyone,Productivity,2018-07-16,1.24.1,4.4
All States Ag Parts,SHOPPING,4.7,68,6.5,10000.0,Free,0.0,Everyone,Shopping,2018-01-25,5.26.0,5.0
VR AG Racing for Cardboard,GAME,3.4,13,27.0,1000.0,Free,0.0,Everyone,Racing,2016-09-29,1.1,4.1
Safe Ag Systems™,BUSINESS,4.7,3,36.0,100.0,Free,0.0,Everyone,Business,2018-07-22,2.0.3,4.0.3
Ag PhD Planting Population Calculator,BOOKS_AND_REFERENCE,4.17505184823716,0,5.2,1000.0,Free,0.0,Everyone,Books & Reference,2017-06-09,2.0,4.0.3
Ag Trucking Mobile App,PRODUCTIVITY,4.17505184823716,0,43.0,100.0,Free,0.0,Everyone,Productivity,2017-05-17,8.0,4.0.3
Lakeside AG Moultrie,LIFESTYLE,5.0,3,8.6,50.0,Free,0.0,Everyone,Lifestyle,2017-05-23,1.0,4.1
Ag Guardian,PRODUCTIVITY,4.17505184823716,1,2.0,100.0,Free,0.0,Everyone,Productivity,2015-12-28,1.0.0,4.0
Wind & Weather Meter for Ag,WEATHER,4.17505184823716,3,14.0,1000.0,Free,0.0,Everyone,Weather,2016-03-14,1.0,4.3
Ag Across America,FAMILY,4.17505184823716,0,15.0,10.0,Free,0.0,Everyone,Educational;Education,2018-05-15,1.0.0,4.1
Border Ag & Energy,BUSINESS,4.17505184823716,0,12.0,50.0,Free,0.0,Everyone,Business,2018-04-30,2.1,4.3
Ag-Pro Companies,BUSINESS,4.17505184823716,0,45.0,50.0,Free,0.0,Everyone,Business,2018-03-06,2.3.0,4.4
My Ag Report,PRODUCTIVITY,4.17505184823716,1,3.2,50.0,Free,0.0,Everyone,Productivity,2018-06-18,1.2,5.1
Alabama Ag Credit Ag Banking,FINANCE,4.17505184823716,0,11.0,100.0,Free,0.0,Everyone,Finance,2018-02-09,5.3.4,4.4
AG EMS Tour,FAMILY,4.17505184823716,3,62.0,500.0,Free,0.0,Everyone,Entertainment,2017-05-05,1.35,4.0
Mix Tank – Tank Mixing Ag App,PRODUCTIVITY,3.6,64,15.0,10000.0,Free,0.0,Everyone,Productivity,2017-10-16,4.2,4.4
Eternal Light AG,SOCIAL,5.0,30,13.0,100.0,Free,0.0,Teen,Social,2018-05-19,1.04,4.0.3
AG test,TOOLS,4.17505184823716,3,18.0,100.0,Free,0.0,Everyone,Tools,2017-10-18,1.0.2,4.1
West Central Ag,BUSINESS,4.17505184823716,3,1.7,100.0,Free,0.0,Everyone,Business,2017-01-16,1.2,4.0
Platincoin Wallet - PLC Group AG,LIBRARIES_AND_DEMO,4.3,375,15.0,10000.0,Free,0.0,Everyone,Libraries & Demo,2018-06-01,2.0.1,4.0.3
Tri-Ag (WV) FCU,FINANCE,4.17505184823716,0,2.9,100.0,Free,0.0,Everyone,Finance,2018-07-03,3.1.10,4.1
Ag PhD Soybean Diseases,BOOKS_AND_REFERENCE,4.17505184823716,0,5.9,1000.0,Free,0.0,Everyone,Books & Reference,2017-05-08,1.0.3,4.0.3
United Ag Cooperative,BUSINESS,4.17505184823716,0,4.2,5.0,Free,0.0,Everyone,Business,2018-04-27,30.0.0,4.4
Ag Valley Cooperative,BUSINESS,5.0,6,74.0,500.0,Free,0.0,Everyone,Business,2017-06-26,2.3,4.0
Michael's AG Sound Board,FAMILY,4.17505184823716,0,1.7,1.0,Paid,0.99,Everyone,Entertainment,2017-12-12,1.1,1.6
Ag-Power,BUSINESS,4.17505184823716,0,47.0,10.0,Free,0.0,Everyone,Business,2018-07-13,2.4.3,4.4
Fertilizer Removal By Crop,BOOKS_AND_REFERENCE,4.1,295,6.9,50000.0,Free,0.0,Everyone,Books & Reference,2017-06-20,2.0.3,4.0.3
AG Track,TOOLS,4.1,12,8.7,100.0,Free,0.0,Everyone,Tools,2018-03-23,3.3,4.0
Denis Brogniart - AH !,FAMILY,4.5,2931,0.798828125,100000.0,Free,0.0,Everyone,Entertainment,2017-08-04,1.1,4.2
Freeland AH,MEDICAL,4.17505184823716,0,28.0,100.0,Free,0.0,Everyone,Medical,2017-12-18,300000.0.95,4.0.3
MD PAWS AH,MEDICAL,4.17505184823716,0,29.0,100.0,Free,0.0,Everyone,Medical,2018-02-23,300000.0.98,4.0.3
AH Connect (Adventist Health),HEALTH_AND_FITNESS,3.4,5,59.0,1000.0,Free,0.0,Everyone,Health & Fitness,2018-01-23,3.5.1,4.4
Woodland AH,MEDICAL,4.17505184823716,0,11.0,50.0,Free,0.0,Everyone,Medical,2018-02-02,300000.0.97,4.0.3
Mukwonago AH,MEDICAL,4.17505184823716,1,29.0,100.0,Free,0.0,Everyone,Medical,2017-06-29,300000.0.85,4.0.3
Angelcare AH,MEDICAL,4.17505184823716,0,29.0,50.0,Free,0.0,Everyone,Medical,2017-10-06,300000.0.91,4.0.3
AH Kollection for KLWP,PERSONALIZATION,4.6,644,59.0,50000.0,Free,0.0,Everyone,Personalization,2017-04-30,1.20,4.4
Chenoweth AH,MEDICAL,5.0,1,27.0,100.0,Free,0.0,Everyone,Medical,2017-04-03,300000.0.78,4.0.3
Sayers AH,MEDICAL,4.17505184823716,0,29.0,50.0,Free,0.0,Everyone,Medical,2018-01-17,300000.0.97,4.0.3
Claus Paws AH,MEDICAL,4.17505184823716,1,29.0,100.0,Free,0.0,Everyone,Medical,2017-12-08,300000.0.94,4.0.3
Denis Brogniart - AH 2 !,FAMILY,4.17505184823716,4,14.0,100.0,Free,0.0,Everyone,Entertainment,2017-10-28,1.0,2.1
Ah! Cutie,FAMILY,3.9,536,10.0,10000.0,Free,0.0,Everyone,Casual,2017-06-27,2.0.0,4.0
AH Alarm Panel,TOOLS,3.9,7,0.0791015625,100.0,Paid,4.99,Everyone,Tools,2011-05-12,1.2.0,1.5
Arrowhead AH App,MEDICAL,5.0,3,28.0,100.0,Free,0.0,Everyone,Medical,2017-04-21,300000.0.80,4.0.3
Ah! Monster,FAMILY,4.1,1998,9.8,100000.0,Free,0.0,Everyone,Casual,2017-06-21,4.0.0,4.0
Kimbrough AH,MEDICAL,5.0,5,28.0,100.0,Free,0.0,Everyone,Medical,2017-09-21,300000.0.90,4.0.3
The Ah Yeah! Button,FAMILY,3.0,30,0.310546875,5000.0,Free,0.0,Everyone,Entertainment,2013-10-01,1.2,2.3
Bee'ah Employee App,COMMUNICATION,4.0,4,5.4,100.0,Free,0.0,Teen,Communication,2017-12-24,2.26.5.0,5.0
Clarksburg AH,MEDICAL,1.0,1,28.0,50.0,Free,0.0,Everyone,Medical,2017-05-01,300000.0.81,4.0.3
WAH AH,MEDICAL,4.17505184823716,0,29.0,100.0,Free,0.0,Everyone,Medical,2017-05-03,300000.0.80,4.0.3
Prestige AH,MEDICAL,4.0,2,29.0,100.0,Free,0.0,Everyone,Medical,2017-05-11,300000.0.81,4.0.3
San Dimas AH,MEDICAL,4.17505184823716,0,29.0,100.0,Free,0.0,Everyone,Medical,2018-02-18,300000.0.97,4.0.3
Ah Bailar,FAMILY,4.17505184823716,10,3.0,100.0,Free,0.0,Everyone,Entertainment,2018-04-14,1.0,5.0
Ebenezer AH,MEDICAL,4.0,4,27.0,500.0,Free,0.0,Everyone,Medical,2017-05-05,300000.0.79,4.0.3
Boston AH,MEDICAL,4.17505184823716,1,29.0,50.0,Free,0.0,Everyone,Medical,2017-11-30,300000.0.93,4.0.3
AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,86.0,100000.0,Free,0.0,Teen,Action,2018-02-16,1.0.1,4.3
Ah !,FAMILY,4.17505184823716,3,22.0,50.0,Free,0.0,Everyone,Entertainment,2017-12-27,1.1.2,5.0
Kay AH GA,MEDICAL,4.17505184823716,0,29.0,1.0,Free,0.0,Everyone,Medical,2018-02-15,300000.0.97,4.0.3
Bayview Hill AH,MEDICAL,4.17505184823716,0,29.0,50.0,Free,0.0,Everyone,Medical,2018-06-06,300000.1.08,4.0.3
Hilltop AH,MEDICAL,4.17505184823716,0,29.0,100.0,Free,0.0,Everyone,Medical,2018-01-10,300000.0.96,4.0.3
Ah Ha Block,FAMILY,4.17505184823716,2,16.0,100.0,Free,0.0,Everyone,Casual,2017-07-09,1.0,4.0
AH Lake Villa,MEDICAL,4.17505184823716,3,27.0,100.0,Free,0.0,Everyone,Medical,2017-04-22,300000.0.78,4.0.3
Ferguson AH,MEDICAL,4.17505184823716,0,29.0,100.0,Free,0.0,Everyone,Medical,2017-07-17,300000.0.86,4.0.3
be'ah,HEALTH_AND_FITNESS,4.17505184823716,5,5.7,10.0,Free,0.0,Everyone,Health & Fitness,2018-03-28,1.0,2.3
Ah! Bird,SPORTS,3.5,1689,5.7,100000.0,Free,0.0,Everyone,Sports,2017-08-29,1.5.062,4.3
Downers Grove AH,MEDICAL,4.17505184823716,0,29.0,100.0,Free,0.0,Everyone,Medical,2018-01-10,300000.0.96,4.0.3
AH! Soundboard,FAMILY,4.17505184823716,11,2.0,100.0,Free,0.0,Everyone,Entertainment,2017-09-21,1.1,4.1
Sherbourne AH,MEDICAL,4.17505184823716,1,29.0,50.0,Free,0.0,Everyone,Medical,2018-02-27,300000.0.98,4.0.3
Cathy AH,TOOLS,4.17505184823716,0,20.0,1.0,Free,0.0,Everyone,Tools,2018-07-16,1.0.4,4.1
Monticello AH,MEDICAL,4.17505184823716,0,28.0,50.0,Free,0.0,Everyone,Medical,2017-05-26,300000.0.84,4.0.3
Brandon Lakes AH,MEDICAL,2.6,5,27.0,100.0,Free,0.0,Everyone,Medical,2017-05-05,300000.0.79,4.0.3
Forest Crossing AH,MEDICAL,4.17505184823716,0,29.0,10.0,Free,0.0,Everyone,Medical,2018-04-12,300000.1.01,4.0.3
Ah! Coins,GAME,3.4,256,9.1,50000.0,Free,0.0,Everyone,Action,2016-12-08,1.0.0,2.3
Mitchell AH,MEDICAL,4.17505184823716,0,29.0,50.0,Free,0.0,Everyone,Medical,2018-05-23,300000.1.08,4.0.3
AH of Rocky Hill,MEDICAL,4.17505184823716,0,29.0,100.0,Free,0.0,Everyone,Medical,2017-11-24,300000.0.93,4.0.3
Replika,FAMILY,4.5,45458,35.0,1000000.0,Free,0.0,Mature 17+,Entertainment,2018-08-03,1.5.49,4.4
Ai illustrator viewer,ART_AND_DESIGN,3.4,486,5.9,100000.0,Free,0.0,Everyone,Art & Design,2018-07-26,5.7,5.0
Real AI,FAMILY,3.8,949,1.2,50000.0,Free,0.0,Everyone,Entertainment,2018-07-22,4.9,4.0
The Artificial Intelligence Project (A.I. Chat),FAMILY,3.0,76,39.0,5000.0,Paid,1.99,Everyone,Simulation,2018-03-29,1.2,2.3
Virtual Assistant DataBot: Artificial Intelligence,FAMILY,4.4,80927,27.0,1000000.0,Free,0.0,Everyone,Entertainment,2018-07-31,7.2.5,4.0
ALPHA - Artificial Intelligence,FAMILY,4.0,51,3.2,1000.0,Free,0.0,Everyone,Entertainment,2018-06-03,1.3.4,4.0
Artificial Intelligence,FAMILY,3.9,339,4.2,50000.0,Free,0.0,Everyone,Education,2018-04-05,6.2,4.0
Orbita AI — Exciting mobile puzzles & riddles,FAMILY,4.6,116973,31.0,1000000.0,Free,0.0,Everyone,Puzzle,2018-03-29,1.1.9.1,4.1
SMS AI Bot,TOOLS,3.8,89,3.9,10000.0,Free,0.0,Everyone,Tools,2018-07-01,3.0.4,4.1
ChatBot AI Talking Girl,FAMILY,3.8,3597,25.0,100000.0,Free,0.0,Everyone 10+,Entertainment,2018-07-31,1.0.16,4.0.3
ParaTek Ai Speech generator,TOOLS,3.6,448,4.3,50000.0,Free,0.0,Everyone,Tools,2017-03-23,1.9,1.6
Extreme- Personal Voice Assistant,PRODUCTIVITY,4.4,25627,9.8,1000000.0,Free,0.0,Everyone,Productivity,2018-08-05,132,5.0
AI Face Beauty Analysis - IntelliFace (Free),BEAUTY,3.1,40,13.0,10000.0,Free,0.0,Everyone,Beauty,2018-04-11,20,4.1
Robin - AI Voice Assistant,MAPS_AND_NAVIGATION,4.2,55313,16.0,1000000.0,Free,0.0,Everyone,Maps & Navigation,2018-08-05,4.435,4.1
Learn Artificial Intelligence,FAMILY,4.6,27,4.2,10000.0,Free,0.0,Everyone,Education,2018-07-14,1.1.4,4.1
AI Benchmark,TOOLS,4.0,97,99.0,5000.0,Free,0.0,Everyone,Tools,2018-06-29,2.0.0,4.1
AI Today : Artificial Intelligence News & AI 101,NEWS_AND_MAGAZINES,5.0,43,2.3,100.0,Free,0.0,Everyone,News & Magazines,2018-06-22,1.0,4.4
Tomo A.i. Pet Chat Bot,FAMILY,3.3,40,3.6,1000.0,Free,0.0,Everyone,Entertainment,2017-05-15,1.0,4.0.3
Puck AI Personal Assistant Robot,PRODUCTIVITY,4.1,22,26.0,1000.0,Free,0.0,Everyone,Productivity,2017-11-02,1.5,4.0.3
Builder (by Engineer.ai),PRODUCTIVITY,3.6,8,3.2,100.0,Free,0.0,Everyone,Productivity,2017-11-04,1.2,4.1
Chat With Artificial Intelligence,FAMILY,3.2,32,2.8,1000.0,Free,0.0,Everyone,Entertainment,2018-05-10,1.0,4.0
Friday: Smart Personal Assistant,PRODUCTIVITY,4.4,2087,8.3,100000.0,Free,0.0,Everyone,Productivity,2018-06-24,20,5.0
Picai - Smart AI Camera,PHOTOGRAPHY,4.0,529,11.0,100000.0,Free,0.0,Everyone,Photography,2018-07-17,1.2.3,6.0
Virtual Eye AI,TOOLS,4.4,26,3.8,500.0,Free,0.0,Everyone,Tools,2018-05-27,1.2,4.0
Lyra Virtual Assistant,PRODUCTIVITY,4.5,41624,3.4,1000000.0,Free,0.0,Everyone,Productivity,2018-05-24,1.2.4,4.0.3
2048(AI),FAMILY,4.3,20,3.5,1000.0,Free,0.0,Everyone,Casual,2015-06-03,0.33,2.3
ai robot keyboard,PERSONALIZATION,4.7,1891,1.9,100000.0,Free,0.0,Everyone,Personalization,2018-05-24,10001008,4.0.3
AI with Python Tutorial,FAMILY,4.4,8,3.3,5000.0,Free,0.0,Everyone,Education,2018-06-05,1.0.4,4.1
Adobe Illustrator Draw,PHOTOGRAPHY,4.4,65766,11.0,5000000.0,Free,0.0,Everyone,Photography,2018-04-02,3.4.23,5.0
FaceApp,PHOTOGRAPHY,4.4,346681,7.1,10000000.0,Free,0.0,Everyone,Photography,2018-02-10,2.0.949,4.4
Message AI - Write Better Messages (Free),SOCIAL,3.7,3,7.9,100.0,Free,0.0,Everyone,Social,2018-07-04,1.3.1,5.0
ChatBolo - AI Chatbot Online,FAMILY,3.3,1407,1.4,100000.0,Free,0.0,Everyone,Entertainment,2015-09-25,2.1,2.2
Artificial intelligence,FAMILY,4.17505184823716,3,1.8,100.0,Free,0.0,Everyone,Entertainment,2018-03-05,2.2,4.1
MiAI (Artificial Intelligence) Assistant,PRODUCTIVITY,3.7,3,7.5,100.0,Free,0.0,Everyone,Productivity,2018-03-01,11.04,4.1
AI Draw | Art Filter for Selfie,PHOTOGRAPHY,3.0,20,4.3,1000.0,Paid,2.99,Everyone,Photography,2018-06-18,1.4.7,5.0
Turbo AI™ - Personal assistant,PRODUCTIVITY,2.6,91,2.8,5000.0,Free,0.0,Everyone,Productivity,2018-07-16,0.0.52,4.0.3
Message AI - Write Better Messages,TOOLS,4.17505184823716,0,7.9,100.0,Paid,2.99,Mature 17+,Tools,2018-07-04,1.3.1,5.0
AI Sight,PRODUCTIVITY,3.5,43,48.0,1000.0,Free,0.0,Everyone,Productivity,2018-06-18,1.2,4.0.3
Jarvis artificial intelligent,FAMILY,3.9,253,14.0,10000.0,Free,0.0,Everyone,Entertainment,2018-03-28,1.1,2.3
Age of AI: War Strategy,FAMILY,4.6,71,5.7,500.0,Paid,2.49,Everyone,Strategy,2018-03-14,1.8,4.0
DREAM-e: Dream Analysis A.I.,LIFESTYLE,3.8,89,0.9169921875,10000.0,Free,0.0,Everyone,Lifestyle,2013-02-18,2.3,2.1
AJ Jump: Animal Jam Kangaroos!,GAME,4.4,2975,42.0,50000.0,Paid,1.99,Everyone,Arcade,2016-03-07,1.6,4.0
AJ Academy: Amazing Animals,FAMILY,4.5,1564,35.0,50000.0,Free,0.0,Everyone,Educational;Education,2018-05-25,1.1.0,4.1
Dash Tag - Fun Endless Runner!,FAMILY,4.5,6750,43.0,100000.0,Free,0.0,Everyone,Casual,2018-06-13,2.0.3,4.3
Jamaa Amino for Animal Jam,SOCIAL,4.7,3873,63.0,10000.0,Free,0.0,Teen,Social,2018-07-13,1.8.19106,4.0.3
Tunnel Town,FAMILY,4.4,74744,60.0,1000000.0,Free,0.0,Everyone,Strategy,2018-07-26,1.5.6,4.1
AJ Cam,PHOTOGRAPHY,5.0,44,2.8,100.0,Free,0.0,Everyone,Photography,2018-01-23,1.0,4.1
AJ Reminders,MAPS_AND_NAVIGATION,4.17505184823716,0,3.2,10.0,Free,0.0,Everyone,Maps & Navigation,2018-01-27,1.0,4.2
tournaments and more.aj.2,COMMUNICATION,4.17505184823716,0,4.2,100.0,Free,0.0,Teen,Communication,2017-09-25,4.3,2.3
Club Penguin Island,FAMILY,2.8,107441,32.0,1000000.0,Free,0.0,Everyone,Casual;Action & Adventure,2018-07-10,1.10.5,4.4
Aj. Vallbona,NEWS_AND_MAGAZINES,4.17505184823716,0,22.0,10.0,Free,0.0,Everyone,News & Magazines,2018-07-25,4.0,4.4
AJ Official,FAMILY,4.6,31,7.3,500.0,Free,0.0,Everyone,Education,2017-05-03,0.1,2.3
AJ Bell Youinvest,FINANCE,2.8,135,5.3,10000.0,Free,0.0,Everyone,Finance,2018-06-04,2.13.0.65,4.4
Hey AJ! It's Saturday!,BOOKS_AND_REFERENCE,5.0,12,50.0,100.0,Paid,3.99,Everyone,Books & Reference,2016-06-13,1.0.0,2.2
Selfie With Champion AJ Style,PHOTOGRAPHY,5.0,2,7.5,500.0,Free,0.0,Everyone,Photography,2018-01-08,1.0,3.2
Baby Game Animal Jam Free,GAME,2.8,9,26.0,500.0,Free,0.0,Everyone,Board,2017-03-24,1.0,2.3
AJ Concept Group App,HOUSE_AND_HOME,4.17505184823716,0,17.0,10.0,Free,0.0,Everyone,House & Home,2017-07-25,3.0,4.0.3
Blackjack aj Poker,GAME,3.8,8,4.2,1000.0,Free,0.0,Teen,Card,2016-10-19,1.1,2.3.3
Bonza Poly Art - Tenkyu Animal Jam for Kids,FAMILY,4.1,22,31.0,1000.0,Free,0.0,Everyone,Puzzle,2018-08-03,1.0.9,4.1
A.J. Styles HD Wallpapers 2018,PHOTOGRAPHY,4.17505184823716,1,7.6,100.0,Free,0.0,Everyone,Photography,2018-07-26,1.0,4.1
AJ Player,VIDEO_PLAYERS,4.8,18,1.7,100.0,Free,0.0,Everyone,Video Players & Editors,2018-04-22,1.6.3.1,5.0
AJ RETAILS,SHOPPING,5.0,9,0.1650390625,10.0,Free,0.0,Everyone,Shopping,2018-06-01,18060104,2.2
Hey AJ! It's Bedtime!,FAMILY,5.0,1,63.0,10.0,Paid,4.99,Everyone,Education,2018-04-04,1.0.59,2.3
AJ AUTO,AUTO_AND_VEHICLES,4.17505184823716,0,7.7,10.0,Free,0.0,Everyone,Auto & Vehicles,2017-02-27,1.0.0,4.0.3
AJ Percent Off Calculator,SHOPPING,4.4,134,0.0439453125,10000.0,Free,0.0,Everyone,Shopping,2013-06-04,1.2,2.2
AJ Nails Supply,SHOPPING,4.17505184823716,1,6.6,100.0,Free,0.0,Everyone,Shopping,2016-08-15,1.0,2.3.3
Aj.Petra,COMMUNICATION,4.17505184823716,5,14.0,100.0,Free,0.0,Everyone,Communication,2017-09-29,1.0.1,4.1
AJ Men's Grooming,LIFESTYLE,5.0,2,22.0,100.0,Free,0.0,Everyone,Lifestyle,2017-08-28,5,4.1
Watch Face Swiss AJ-6,PERSONALIZATION,4.1,21,3.6,100.0,Paid,0.99,Everyone,Personalization,2017-09-20,1.35,4.3
AJ Rafael Music Lyrics,FAMILY,4.17505184823716,0,8.4,50.0,Free,0.0,Everyone 10+,Entertainment,2018-01-03,2.0,4.0.3
AJ Styles HD Wallpapers,ART_AND_DESIGN,4.8,48,25.0,5000.0,Free,0.0,Everyone,Art & Design,2018-08-04,1.1.1,4.1
AJ and Alyssa,LIFESTYLE,4.17505184823716,0,0.4638671875,100.0,Free,0.0,Everyone,Lifestyle,2017-06-01,1.0.0,2.3.3
A.J. Green Wallpapers 4 Fans,LIFESTYLE,4.17505184823716,0,4.3,5.0,Free,0.0,Everyone,Lifestyle,2018-05-26,1.0,4.0
AJ Gray Icon Pack,PERSONALIZATION,4.8,5,35.0,50.0,Paid,0.99,Everyone,Personalization,2018-04-22,1.1,4.1
AJ Styles Wallpaper 2018 - AJ Styles HD Wallpaper,ART_AND_DESIGN,4.0,18,3.6,1000.0,Free,0.0,Everyone,Art & Design,2018-03-22,1.1,4.0
A-J Media Vault,BOOKS_AND_REFERENCE,4.17505184823716,1,24.0,50.0,Free,0.0,Everyone,Books & Reference,2017-01-04,5.62.1,4.0.3
AJ Gray Dark Icon Pack,PERSONALIZATION,5.0,2,35.0,10.0,Paid,0.99,Everyone,Personalization,2018-04-29,1.1,4.1
Little Pets Animal Guardians,FAMILY,4.6,18893,91.0,100000.0,Free,0.0,Everyone,Casual;Pretend Play,2018-06-09,1.4.1,4.0.3
AJ-COMICS,FOOD_AND_DRINK,4.17505184823716,0,27.0,5.0,Free,0.0,Everyone,Food & Drink,2018-07-13,0.1.0,4.4
AJ Blue Icon Pack,PERSONALIZATION,5.0,4,31.0,50.0,Paid,0.99,Everyone,Personalization,2018-04-27,1.1,4.1
AJ Tracey Music and Lyrics,FAMILY,4.17505184823716,0,2.7,5.0,Free,0.0,Teen,Entertainment,2018-06-07,1.0,4.0.3
AJ Turquoise Dark Icon Pack,PERSONALIZATION,4.17505184823716,0,32.0,10.0,Paid,0.99,Everyone,Personalization,2018-05-01,1.1,4.1
AJ렌터카 법인 카셰어링,MAPS_AND_NAVIGATION,4.17505184823716,0,27.0,10.0,Free,0.0,Everyone,Maps & Navigation,2018-07-30,1.0.0.0,4.3
My Wild Pet: Online Animal Sim,FAMILY,4.5,26916,67.0,500000.0,Free,0.0,Everyone,Casual;Pretend Play,2017-03-17,2.7,4.0.3
AJ Rafael Music Lessons,FAMILY,5.0,1,8.2,10.0,Free,0.0,Everyone,Entertainment,2017-11-29,1.2.1,4.1
AJ Orange Icon Pack,PERSONALIZATION,4.17505184823716,0,30.0,10.0,Paid,0.99,Everyone,Personalization,2018-05-02,1.1,4.1
AJ Wallpapers,PERSONALIZATION,4.17505184823716,0,3.9,100.0,Free,0.0,Everyone,Personalization,2018-05-06,2.0,4.0.3
Aj Di Awaaz,NEWS_AND_MAGAZINES,4.17505184823716,9,1.1,500.0,Free,0.0,Everyone,News & Magazines,2016-09-07,1.0,4.1
How it works: AK-74N,FAMILY,4.4,1031,48.0,100000.0,Free,0.0,Everyone,Entertainment,2018-01-09,2.1.9,4.0.3
AK-47: Simulator and Shooting,FAMILY,4.0,345,14.0,100000.0,Free,0.0,Everyone 10+,Simulation,2016-11-11,1.3.0,3.0
AK-47 Simulation and Info,FAMILY,4.17505184823716,2,18.0,100.0,Free,0.0,Everyone,Entertainment,2018-05-05,2.0.0,5.0
